regierungsbezirk-id,partei-id,partei-name,Nr.,Name,PL.Nr.1),G2),Gesamtstimmen,darunterZweitstimmen,101MünchenHadern,102MünchenBogenhausen,103MünchenGiesing,104MünchenMilbertshofen,105MünchenMoosach,106MünchenPasing,107MünchenRamersdorf,108MünchenSchwabing,109Altötting,"110Bad TölzWolfratshausen,GarmischPartenkirchen",111BerchtesgadenerLand,112Dachau,113Ebersberg,114Eichstätt,115Erding,116Freising,117FürstenfeldbruckOst,"118Ingolstadt,Neuburga.d.Donau","119Landsbergam Lech,FürstenfeldbruckWest",120Miesbach,121Mühldorf a.Inn,122MünchenLandNord,123MünchenLandSüd,124NeuburgSchrobenhausen,125Pfaffenhofen a.d.Ilm,126RosenheimOst,127RosenheimWest,128Starnberg,129Traunstein,130WeilheimSchongau
901,9,Bayern Partei,34,"Brandl, Bernd",37,,753,753,8,4,3,2,4,5,2,,3,3,5,8,6,179,2,14,4,240,12,4,5,8,3,109,93,2,5,4,6,10
901,9,Bayern Partei,35,"Doll, Pauli",52,,360,360,4,3,1,2,5,7,4,,2,6,1,14,3,2,3,5,9,7,241,4,,3,7,4,2,,4,3,1,13
901,9,Bayern Partei,36,"Freund, Thomas",43,,465,465,1,6,5,5,9,9,5,7,6,11,5,10,7,,8,7,14,4,19,4,2,6,7,5,4,40,13,194,13,39
901,9,Bayern Partei,37,"Gattinger, Johann",39,,536,536,5,5,5,,5,6,5,2,2,40,2,9,3,2,2,6,5,3,17,2,7,2,8,2,4,1,5,15,5,361
901,9,Bayern Partei,38,"Geiger, Beppo",35,,824,824,16,4,16,8,13,18,12,8,13,123,17,27,20,18,27,20,25,9,38,24,12,20,15,14,12,8,14,31,12,230
901,9,Bayern Partei,39,"Grasegger, Andreas",31,,1466,1466,9,11,8,5,3,11,6,5,9,721,13,19,18,12,12,22,30,6,51,43,13,14,24,8,10,17,10,33,18,305
901,9,Bayern Partei,40,"Günzl, Karl",49,,383,383,4,3,2,2,4,1,1,1,257,4,20,4,4,1,3,5,3,1,5,1,20,,3,2,1,2,4,6,15,4
901,9,Bayern Partei,41,"Heller, Elke",32,,1324,1324,63,64,59,45,57,56,57,28,36,55,23,62,41,13,44,63,67,10,64,33,41,58,44,28,30,31,33,37,26,56
901,9,Bayern Partei,42,"Helm, Dr. Michael",41,,486,486,6,6,6,5,4,5,10,4,2,36,5,10,12,3,10,11,5,4,11,238,4,13,13,2,5,6,17,4,12,17
901,9,Bayern Partei,43,"Hötzelsperger, Georg",54,,328,328,1,3,2,,2,2,1,4,7,5,11,2,,2,3,9,8,1,3,9,7,7,3,2,2,149,21,1,57,4
901,9,Bayern Partei,44,"Kraus, Meinrad",46,,427,427,3,3,7,2,3,15,2,1,1,5,3,22,4,8,9,5,230,1,48,3,2,3,,1,4,5,8,20,5,4
901,9,Bayern Partei,45,"Mariacher, Vanessa",38,,600,600,22,12,19,6,17,12,16,5,11,18,14,20,90,19,32,15,23,5,28,21,11,30,19,11,18,13,22,21,17,33
901,9,Bayern Partei,46,"Muhr, Marcus",44,,457,457,4,4,6,4,4,2,4,1,3,11,2,6,14,92,5,12,10,111,8,4,5,5,2,53,68,,4,7,3,3
901,9,Bayern Partei,47,"Patzwaldt, Rudolf",60,,198,198,3,3,4,,3,10,2,1,2,8,2,2,2,1,1,7,24,1,10,1,3,6,36,3,4,3,2,39,7,8
901,9,Bayern Partei,48,"Reif, Stefan",59,,217,217,,1,,1,3,3,,1,1,5,4,19,4,,,6,3,,1,,1,4,1,129,20,2,4,1,1,2
901,9,Bayern Partei,49,"Schauer, Werner",40,,530,530,,1,2,3,1,4,1,2,2,48,2,5,7,9,8,6,6,3,36,5,6,4,3,4,4,4,9,12,1,332
901,9,Bayern Partei,50,"Schmoll, Walter",36,,820,820,8,3,10,14,5,7,22,6,19,30,31,8,30,2,23,10,19,6,28,48,21,16,7,4,10,124,217,10,47,35
901,9,Bayern Partei,51,"Schönbrunner, Hans",47,,409,409,10,5,13,6,2,6,4,2,6,9,179,10,10,2,8,20,9,1,6,4,8,8,7,1,2,13,12,10,19,17
901,9,Bayern Partei,52,"Schwarz, Dr. Caroline",48,,396,396,13,13,25,19,16,15,13,19,9,14,7,24,7,4,10,20,12,6,24,4,9,24,16,4,9,9,14,12,11,14
901,9,Bayern Partei,53,"Sieber, Thomas",42,,484,484,2,1,1,3,3,4,1,3,1,6,1,345,7,2,3,20,25,2,12,,5,11,2,1,9,,1,6,3,4
901,9,Bayern Partei,54,"Sießmeir, Bernhard",57,,287,287,5,5,3,3,5,1,3,6,2,8,,7,1,2,2,8,11,1,173,7,2,5,6,2,4,1,1,3,3,7
901,9,Bayern Partei,55,"Steiger, Günther",53,,356,356,,,5,5,6,2,3,6,11,6,2,8,9,3,114,9,4,1,11,7,106,8,5,1,1,2,10,,2,9
901,9,Bayern Partei,56,"Wahrenberg, Sabine",45,,455,455,2,1,4,4,4,6,1,3,5,12,4,14,2,10,21,239,6,3,10,6,8,9,6,4,26,6,12,8,4,15
901,9,Bayern Partei,57,"Wallner, Heinrich",34,,826,826,1,3,,2,6,4,1,5,16,14,59,4,10,3,6,8,11,2,10,17,11,9,5,3,2,38,25,6,538,7
901,9,Bayern Partei,58,"Weigl, Michaela",50,,374,374,5,3,2,2,1,4,4,2,2,6,7,9,14,134,6,8,11,11,21,13,8,3,4,15,23,10,14,5,8,19
901,9,Bayern Partei,59,"Zadrosny, Cornelia",55,,309,309,1,1,1,1,1,2,1,2,8,3,1,1,12,1,41,29,1,1,,1,151,5,1,,2,11,13,2,6,9
901,9,Bayern Partei,60,"Zehetmaier, Robert",33,,923,923,6,6,11,7,10,11,11,7,29,16,12,16,23,12,28,24,35,9,18,49,56,15,10,11,6,244,173,14,29,25
901,9,Bayern Partei,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,893,893,19,21,25,13,15,15,14,15,17,60,26,47,47,11,43,34,36,10,36,36,18,29,33,11,20,32,59,47,30,74
901,9,Bayern Partei,,Erststimmen insgesamt,,,65693,,1579,1301,1701,1270,1486,1606,1388,910,1517,3773,1299,2708,2645,2326,2532,2289,2312,1172,3555,2114,1835,1889,1990,1255,1615,3085,3454,2174,3628,5285
901,9,Bayern Partei,,Zweitstimmen insgesamt,,,47285,47285,961,974,1219,934,1024,1132,1003,642,1089,3001,1103,1975,1849,1300,1873,1817,1738,772,2240,1821,1414,1449,1237,1232,1236,2159,2722,1479,2289,3601
901,9,Bayern Partei,,Gesamtstimmen,,,112978,47285,2540,2275,2920,2204,2510,2738,2391,1552,2606,6774,2402,4683,4494,3626,4405,4106,4050,1944,5795,3935,3249,3338,3227,2487,2851,5244,6176,3653,5917,8886
901,10,BüSo,1,"Zuse, Werner",2,,407,407,12,13,13,22,15,20,25,11,19,16,7,12,15,11,20,18,9,2,20,12,9,11,12,7,12,18,12,9,13,12
901,10,BüSo,2,"Kaiser, Christa",4,,202,202,7,11,10,3,12,8,4,5,12,10,4,1,5,4,9,2,7,4,5,9,5,6,10,5,5,10,1,7,6,15
901,10,BüSo,3,"Perschl, Josef",1,,531,303,7,8,8,14,5,2,5,9,228*,17,23,3,9,6,9,9,8,1,9,8,20,5,8,6,6,17,8,9,50,14
901,10,BüSo,4,"Krumbachner, Michael",3,,262,262,5,,6,7,3,4,1,3,81,10,6,7,,8,3,8,8,5,6,3,5,4,7,12,8,12,9,4,16,11
901,10,BüSo,5,"SchusterAbdulrahman, Aloisia",5,,172,172,2,7,4,7,8,9,5,2,6,11,3,6,6,5,8,12,2,4,9,4,5,8,3,2,1,7,4,4,7,11
901,10,BüSo,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,45,45,1,,4,3,2,2,1,1,,1,,1,,,3,2,3,2,,1,,3,,2,1,4,2,2,2,2
901,10,BüSo,,Erststimmen insgesamt,,,228,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,
901,10,BüSo,,Zweitstimmen insgesamt,,,1391,1391,34,39,45,56,45,45,41,31,118,65,43,30,35,34,52,51,37,18,49,37,44,37,40,34,33,68,36,35,94,65
901,10,BüSo,,Gesamtstimmen,,,1619,1391,34,39,45,56,45,45,41,31,346,65,43,30,35,34,52,51,37,18,49,37,44,37,40,34,33,68,36,35,94,65
901,11,Die Freiheit,1,"Stürzenberger, Michael",1,,4088,3663,215,425*,244,211,154,198,186,205,59,126,56,114,106,54,109,154,154,51,162,93,67,141,133,64,90,96,128,107,67,119
901,11,Die Freiheit,2,"Frank, Maria",2,,745,406,339*,118,15,13,13,9,5,18,8,11,4,5,7,5,8,12,20,6,19,8,5,13,12,9,14,8,12,7,7,15
901,11,Die Freiheit,3,"Schwaller, Manfred",3,,317,317,13,53,9,12,9,3,11,11,8,11,3,14,4,8,9,16,9,7,12,6,7,17,6,5,9,8,13,5,11,8
901,11,Die Freiheit,4,"Holz, Christian",5,,248,248,14,26,6,8,11,4,4,5,6,7,1,11,7,12,7,12,12,11,10,6,4,7,3,2,4,7,9,7,14,11
901,11,Die Freiheit,5,"Tetzner, Philipp",6,,224,224,11,16,9,8,6,6,6,6,1,9,2,7,7,6,13,13,7,5,6,8,11,7,2,10,2,5,12,7,5,11
901,11,Die Freiheit,6,"Rothe, Renate",4,,316,316,14,18,7,4,7,13,8,5,6,10,8,10,8,6,12,15,11,11,21,13,11,11,13,6,9,9,15,9,14,12
901,11,Die Freiheit,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,86,86,1,1,2,2,2,2,2,4,3,2,2,1,1,,3,6,4,,2,1,2,1,6,2,2,13,3,10,1,5
901,11,Die Freiheit,,Erststimmen insgesamt,,,764,,339,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,11,Die Freiheit,,Zweitstimmen insgesamt,,,5260,5260,268,232,292,258,202,235,222,254,91,176,76,162,140,91,161,228,217,91,232,135,107,197,175,98,130,146,192,152,119,181
901,11,Die Freiheit,,Gesamtstimmen,,,6024,5260,607,657,292,258,202,235,222,254,91,176,76,162,140,91,161,228,217,91,232,135,107,197,175,98,130,146,192,152,119,181
901,12,Piraten,1,"Liebe, Martin",1,,11478,9423,440,477,569,559,358,359,337,2055*,233,283,187,304,294,200,323,470,407,226,368,197,180,437,355,185,222,242,278,358,239,336
901,12,Piraten,2,"Lang, Anna",2,,6433,4986,184,245,243,256,145,157,152,732,92,141,99,136,161,80,1447*,221,216,97,184,91,98,194,154,77,88,122,138,162,140,181
901,12,Piraten,3,"Jungnickel, Roland",3,,4880,2771,133,156,2109*,173,124,134,139,258,44,64,34,96,89,41,94,116,135,58,68,52,56,173,123,44,48,70,66,69,52,62
901,12,Piraten,4,"Deissenrieder, Florian",4,,3527,1384,70,73,87,2143*,61,53,45,86,29,58,22,43,41,23,58,61,47,32,52,39,28,60,53,15,27,37,48,54,33,49
901,12,Piraten,5,"Wißner, Rebecca",6,,2532,797,42,1735*,55,50,32,38,33,55,11,23,13,28,22,20,47,23,41,9,34,22,15,35,30,12,8,12,10,25,19,33
901,12,Piraten,6,"Ächter, Christian",19,,1993,477,16,13,28,26,10,23,7,24,10,17,,10,17,7,12,12,22,6,100,10,7,12,15,4,7,7,9,36,10,1516*
901,12,Piraten,7,"Bachhuber, Franz Josef",9,,2351,474,16,20,26,13,13,20,9,18,10,25,5,21,13,8,59,1877*,24,10,11,5,8,36,18,10,16,15,14,13,5,13
901,12,Piraten,8,"Baier, Janina",10,,2337,1219,22,33,26,23,14,26,18,24,26,28,9,24,13,1118*,27,43,32,339,32,12,22,25,16,164,113,29,14,13,20,32
901,12,Piraten,9,"Baumeister, Christian",14,,2047,531,18,23,33,8,17,18,19,16,13,27,6,12,18,8,19,31,28,19,19,20,9,51,1516*,16,10,11,12,18,11,21
901,12,Piraten,10,"Braig, Florian",8,,2447,1088,45,61,61,86,43,34,1359*,52,36,34,22,25,27,15,46,62,48,15,37,21,15,52,37,20,17,33,25,40,35,44
901,12,Piraten,11,"Deuter, Reinhold",26,,1609,690,22,22,66,34,25,29,25,28,13,13,17,26,19,10,17,41,27,22,25,11,7,40,22,919*,31,20,19,19,14,26
901,12,Piraten,12,"Döbereiner, Gerhard",15,,2047,647,32,36,53,54,28,37,31,37,5,1400*,13,14,17,5,16,24,31,10,20,12,4,24,25,9,3,20,13,30,8,36
901,12,Piraten,13,"Fleischer, Gerd",17,,2016,734,6,5,11,3,7,10,7,14,19,6,4,16,17,250,6,22,14,1282*,14,7,14,9,6,94,122,10,9,10,16,6
901,12,Piraten,14,"Gröller, Stefan",18,,2016,823,19,25,30,29,22,24,21,24,21,30,16,57,16,25,27,79,39,24,35,14,19,19,24,65,1193*,24,30,21,22,22
901,12,Piraten,15,"Grömcke, Tobias",12,,2269,600,1669*,37,59,29,21,36,27,28,14,16,5,18,16,3,17,32,25,9,27,4,6,42,28,8,9,19,13,21,12,19
901,12,Piraten,16,"Häusler, Bernhard",20,,1982,601,11,5,8,9,10,8,10,14,18,20,22,14,16,9,9,22,14,10,21,46,16,17,10,8,20,157,1381*,11,45,21
901,12,Piraten,17,"Kähsmann, Johann",29,,1120,153,2,1,4,7,2,2,1,1,967*,6,6,5,1,4,5,3,3,4,6,9,45,4,3,6,4,2,3,1,6,7
901,12,Piraten,18,"Kammler, Maren",27,,1556,384,5,9,14,9,7,12,11,12,6,4,4,19,1172*,10,71,22,19,6,11,13,17,20,11,4,12,11,10,12,9,14
901,12,Piraten,19,"Kohler, Alexander",23,,1902,354,18,17,28,24,14,1548*,15,16,9,20,4,8,10,5,11,13,17,8,15,4,4,10,19,7,3,11,7,12,12,13
901,12,Piraten,20,"Lembeck, Eric",13,,2198,226,6,4,5,5,7,2,3,3,3,3,6,4,2,1,4,11,19,2,1972*,3,3,4,4,2,2,7,5,13,4,89
901,12,Piraten,21,"Mayer, Thomas",16,,2039,190,3,8,3,3,4,5,11,7,2,4,7,4,30,2,9,9,6,2,13,3,3,1849*,18,1,4,1,9,5,6,8
901,12,Piraten,22,"Mc Fadden, Tobias",11,,2298,608,37,17,31,22,15,21,19,26,15,32,8,14,18,13,18,22,51,15,35,6,11,17,36,9,14,13,16,1690*,19,38
901,12,Piraten,23,"Mönch, Joachim",31,,512,512,23,29,33,60,13,25,23,16,8,16,7,14,17,4,13,24,25,12,19,7,3,15,19,10,8,11,18,16,13,11
901,12,Piraten,24,"Nicolai, Michael",32,,430,430,27,21,36,25,18,15,10,16,6,6,4,14,9,10,15,23,24,11,12,7,5,24,14,4,6,11,13,14,18,12
901,12,Piraten,25,"Rotter, HansPeter",30,,1113,224,5,4,4,6,6,8,2,4,35,9,7,7,6,5,22,14,5,1,9,7,889*,6,6,5,7,11,7,4,8,4
901,12,Piraten,26,"Schiller, Arnold",24,,1627,314,20,17,23,23,1313*,23,8,21,5,12,2,12,7,5,14,21,9,7,6,3,2,17,9,4,2,8,8,11,8,7
901,12,Piraten,27,"Schmidt, Johannes",25,,1612,265,6,3,7,3,2,8,2,2,28,5,24,3,8,1,5,4,11,5,6,4,16,5,3,3,3,57,31,5,1347*,5
901,12,Piraten,28,"Schön, Martin",28,,1361,483,21,20,14,13,14,10,10,17,20,16,878*,9,5,10,9,10,20,6,8,8,10,14,11,9,9,26,21,14,107,22
901,12,Piraten,29,"Ströhle, Dr. Andreas",7,,2496,678,19,11,20,24,20,11,16,29,11,8,8,39,7,9,12,20,1818*,12,225,11,9,17,20,13,11,10,15,46,6,19
901,12,Piraten,30,"Stürzl, Andreas",5,,3317,1718,67,72,98,64,52,63,46,79,34,57,24,70,53,30,61,50,85,30,61,52,53,77,59,29,39,1599*,141,57,66,49
901,12,Piraten,31,"Wende, Alexander",21,,1978,589,21,12,18,16,10,17,18,14,12,17,9,1389*,17,11,22,58,17,13,25,35,10,49,17,12,27,20,28,17,21,26
901,12,Piraten,32,"Witte, Andreas",22,,1930,950,27,26,46,31,20,31,16,37,25,121,32,38,39,15,24,31,29,26,30,980*,15,25,44,14,18,41,54,17,39,39
901,12,Piraten,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,613,613,12,21,21,21,13,22,15,28,17,17,28,23,7,4,23,27,24,12,15,11,16,34,14,17,24,69,24,25,9,20
901,12,Piraten,,Erststimmen insgesamt,,,44130,,1669,1735,2109,2143,1313,1548,1359,2055,967,1400,878,1389,1172,1118,1447,1877,1818,1282,1972,980,889,1849,1516,919,1193,1599,1381,1690,1347,1516
901,12,Piraten,,Zweitstimmen insgesamt,,,35936,35936,1395,1523,1760,1708,1147,1281,1106,1738,830,1138,654,1127,1032,843,1115,1621,1514,1058,1543,746,726,1564,1223,880,934,1137,1108,1169,1032,1284
901,12,Piraten,,Gesamtstimmen,,,80066,35936,3064,3258,3869,3851,2460,2829,2465,3793,1797,2538,1532,2516,2204,1961,2562,3498,3332,2340,3515,1726,1615,3413,2739,1799,2127,2736,2489,2859,2379,2800
