UniqueID,parteiID,partei,Wahlkreis,ID,Name,Geb. Jahr,Wohnort
61108,11,AfD,906,1108,"Sacher, Alfred",1949,Haibach
61109,11,AfD,906,1109,"Lippold-Eggen, Freia",1955,Bad Kissingen
61110,11,AfD,906,1110,"Junker, Klaus Uwe",1964,Hösbach
61301,13,mut,906,1201,"Matuschik, Matthias",1965,Gerbrunn
61302,13,mut,906,1202,"Riegler, Julia",1976,Kitzingen
61303,13,mut,906,1203,"Höfner, Julian",1995,Würzburg
61304,13,mut,906,1204,"Lemmer, Thomas",1968,Kitzingen
61305,13,mut,906,1205,"Günther, Elke",1954,Großostheim
61306,13,mut,906,1206,"Pinke, Ortwin",1962,Eltmann
61307,13,mut,906,1207,"Lampe, Daniela",1978,Würzburg
61308,13,mut,906,1208,"Schilling, Malte",1996,Hammelburg
61309,13,mut,906,1209,"Krämer, Gabriele",1958,Veitshöchheim
61310,13,mut,906,1210,"Richter, Felix",1969,Würzburg
61311,13,mut,906,1211,"Schilling, Beate",1961,Hammelburg
61312,13,mut,906,1212,"Marschhäuser, Lillo",1953,Eisenheim
61313,13,mut,906,1213,"Seng, Matthias",1964,Gerolzhofen
61314,13,mut,906,1214,"Kern, Christl",1952,Dettelbach
61501,15,Die PARTEI,906,1301,"Ritter, Markus",1974,Heinrichsthal
61502,15,Die PARTEI,906,1302,"Kübert, Andrea",1986,Würzburg
61503,15,Die PARTEI,906,1303,"Schnatz, Pascal",1993,Erlenbach a.Main
61504,15,Die PARTEI,906,1304,"Portscher, Andreas",1989,Großostheim
61505,15,Die PARTEI,906,1305,"Alm, Bernd",1983,Niederwerrn
61506,15,Die PARTEI,906,1306,"Pföhler, Kornelius",1994,Schneeberg
61507,15,Die PARTEI,906,1307,"Zeller, Lisa",1991,Veitshöchheim
61508,15,Die PARTEI,906,1308,"Klenk, Tobias",1987,Würzburg
61509,15,Die PARTEI,906,1309,"Buhn, Erik",1984,Aschaffenburg
61510,15,Die PARTEI,906,1310,"Ament, Alena",1994,Erlenbach a.Main
61511,15,Die PARTEI,906,1311,"Kuger, Antonia",1998,Amorbach
61512,15,Die PARTEI,906,1312,"Blaschko, Robert-Rolland",1987,Würzburg
61701,17,Tierschutzpartei,906,1401,"Sänger, Svenja",1989,Gemünden a.Main
61702,17,Tierschutzpartei,906,1402,"Deckert, Katharina",1987,Würzburg
61703,17,Tierschutzpartei,906,1403,"Bremer, Sabrina",1990,Iphofen
61704,17,Tierschutzpartei,906,1404,"Kraft, Jaqueline",1992,Gemünden a.Main
61801,18,V-Partei,906,1501,"Dietzler, Sabine",1984,Schöllkrippen
61802,18,V-Partei,906,1502,"Großhans, Heinz",1955,Esselbach
61803,18,V-Partei,906,1503,"Ortloff, Christian",1970,Schweinfurt
61804,18,V-Partei,906,1504,"Schmitt, Bertram",1969,Ochsenfurt
61805,18,V-Partei,906,1505,"Specht, Michael",1976,Johannesberg
61806,18,V-Partei,906,1506,"Wolfram, Christine",1996,Würzburg
61807,18,V-Partei,906,1507,"Dietzler, Andreas",1972,Schöllkrippen
61808,18,V-Partei,906,1508,"Germann, Gabriel",1961,Bischbrunn
61809,18,V-Partei,906,1509,"Kraus, Tobias",1985,Schwebheim
61810,18,V-Partei,906,1510,"Krebs, Andrea",1975,Gössenheim
61811,18,V-Partei,906,1511,"Krebs, Torsten",1972,Gössenheim
61812,18,V-Partei,906,1512,"Leshel, Regina",1945,Esselbach
61813,18,V-Partei,906,1513,"Ortloff, Ingeborg",1968,Schweinfurt
61814,18,V-Partei,906,1514,"Schmitt, Tanja",1972,Ochsenfurt
70101,1,CSU,907,101,"Kreuzer, Thomas",1959,Kempten (Allgäu)
70102,1,CSU,907,102,"Trautner, Carolina",1961,Stadtbergen
70103,1,CSU,907,103,"Reichhart, Dr. Hans",1982,Jettingen-Scheppach
70104,1,CSU,907,104,"Pschierer, Franz Josef",1956,Mindelheim
70105,1,CSU,907,105,"Schorer, Angelika",1958,Jengen
70106,1,CSU,907,106,"Hintersberger, Johannes",1953,Augsburg
70107,1,CSU,907,107,"Merk, Dr. Beate",1957,Neu-Ulm
70108,1,CSU,907,108,"Windhaber, Hannelore",1963,Lindenberg i.Allgäu
70109,1,CSU,907,109,"Rauch, Hans-Peter",1962,Waltenhofen
70110,1,CSU,907,110,"Leipold, Martina",1969,Buxheim
70111,1,CSU,907,111,"Losinger, Manfred",1955,Friedberg
70112,1,CSU,907,112,"Kränzle, Bernd",1942,Augsburg
70113,1,CSU,907,113,"Ost, Franz",1986,Donauwörth
70114,1,CSU,907,114,"Deil, Johann",1990,Weißenhorn
70115,1,CSU,907,115,"Weldishofer, Christian",1975,Zusmarshausen
70116,1,CSU,907,116,"Dietz, Leopold Roland",1967,Augsburg
70117,1,CSU,907,117,"Kaufmann, Andreas",1981,Roßhaupten
70118,1,CSU,907,118,"Schneider, Oliver",1963,Westendorf
70119,1,CSU,907,119,"Jahn, Dr. Thomas",1973,Kaufbeuren
70120,1,CSU,907,120,"Beißwenger, Eric",1972,Bad Hindelang
70121,1,CSU,907,121,"Fackler, Wolfgang",1975,Donauwörth
70122,1,CSU,907,122,"Holetschek, Klaus",1964,Memmingen
70123,1,CSU,907,123,"Jäckel, Andreas",1965,Augsburg
70124,1,CSU,907,124,"Sauter, Alfred",1950,Ichenhausen
70125,1,CSU,907,125,"Tomaschko, Peter",1973,Merching
70126,1,CSU,907,126,"Winter, Georg",1951,Höchstädt a.d.Donau
70201,2,SPD,907,201,"Güller, Harald",1963,Neusäß
70202,2,SPD,907,202,"Strohmayr, Dr. Simone",1967,Stadtbergen
70203,2,SPD,907,203,"Wengert, Dr. Paul",1952,Füssen
70204,2,SPD,907,204,"Deckwerth, Ilona",1961,Füssen
70205,2,SPD,907,205,"Woerlein, Herbert",1958,Stadtbergen
70206,2,SPD,907,206,"Heinrich, Margarete",1965,Augsburg
70207,2,SPD,907,207,"Auinger, Tobias",1990,Burgau
70208,2,SPD,907,208,"Rief, Tobias",1982,Dillingen a.d.Donau
70209,2,SPD,907,209,"Yeow, David",1978,Memmingen
70210,2,SPD,907,210,"Wiedemann, Georg",1966,Oettingen i.Bay.
70211,2,SPD,907,211,"Fürst, Daniel",1984,Neu-Ulm
70212,2,SPD,907,212,"Kubatschka, Markus",1975,Immenstadt i.Allgäu
70213,2,SPD,907,213,"Maffenbeier, Michael",1986,Niederrieden
70214,2,SPD,907,214,"Friederich-Scheuerl, Susanne",1967,Memmingen
70215,2,SPD,907,215,"Bachmann, Bernd",1973,Senden
70216,2,SPD,907,216,"Grünwald, Sabine",1960,Schwabmünchen
70217,2,SPD,907,217,"Helmschrott, Manfred",1961,Westendorf
70218,2,SPD,907,218,"Lederer, Sandra",1986,Kissing
70219,2,SPD,907,219,"Otte, Frank",1966,Bibertal
70220,2,SPD,907,220,"Segnitzer-König, Marion",1983,Rain
70221,2,SPD,907,221,"Valdés-Stauber, Martin",1991,Kaufbeuren
70222,2,SPD,907,222,"Stegherr-Haußman, Erna",1960,Adelsried
70223,2,SPD,907,223,"Wamser, Fabian",1994,Schwabmünchen
70224,2,SPD,907,224,"Steiner, Mirjam",1979,Syrgenstein
70225,2,SPD,907,225,"Wilhelm, Thomas",1975,Kempten (Allgäu)
70226,2,SPD,907,226,"Wörz, Thomas",1972,Offingen
70301,3,FREIE WÄHLER,907,301,"Hold, Alexander",1962,Kempten (Allgäu)
70302,3,FREIE WÄHLER,907,302,"Abmayr, Ruth",1968,Günzburg
70303,3,FREIE WÄHLER,907,303,"Mehring, Dr. Fabian",1989,Meitingen
70304,3,FREIE WÄHLER,907,304,"Herz, Dr. Leopold",1953,Wertach
70305,3,FREIE WÄHLER,907,305,"Häusler, Johann",1952,Biberbach
70306,3,FREIE WÄHLER,907,306,"Stieglauer, Stephan",1970,Blindheim
70307,3,FREIE WÄHLER,907,307,"Wengenmeir, Johann",1954,Augsburg
70308,3,FREIE WÄHLER,907,308,"Pohl, Bernhard",1964,Kaufbeuren
70309,3,FREIE WÄHLER,907,309,"Knabner, Susen",1978,Marktoberdorf
70310,3,FREIE WÄHLER,907,310,"Moser, Michael",1968,Bodolz
70311,3,FREIE WÄHLER,907,311,"Schrapp, Wolfgang",1958,Bellenberg
70312,3,FREIE WÄHLER,907,312,"Stuber-Schneider, Regina",1956,Augsburg
70313,3,FREIE WÄHLER,907,313,"Hatzold, Johannes",1962,Friedberg
70314,3,FREIE WÄHLER,907,314,"Eisenlauer, Lucas",1994,Bibertal
70315,3,FREIE WÄHLER,907,315,"Fröhlich, Ludwig",1951,Königsbrunn
70316,3,FREIE WÄHLER,907,316,"Haug, Roman",1955,Bad Hindelang
70317,3,FREIE WÄHLER,907,317,"Holm, Jonas",1998,Augsburg
70318,3,FREIE WÄHLER,907,318,"Horst, Bernd",1955,Harburg (Schwaben)
70319,3,FREIE WÄHLER,907,319,"Hützler, Wolfgang",1945,Bad Wörishofen
70320,3,FREIE WÄHLER,907,320,"Kanzler, Susanne",1968,Dasing
70321,3,FREIE WÄHLER,907,321,"Mayer, Christine",1980,Elchingen
70322,3,FREIE WÄHLER,907,322,"Rittel, Anton",1967,Adelsried
70323,3,FREIE WÄHLER,907,323,"Schönberg, Quirin",1994,Augsburg
70324,3,FREIE WÄHLER,907,324,"Wirthensohn, Hugo",1958,Altusried
70325,3,FREIE WÄHLER,907,325,"Zelt, Hermann",1960,Dietmannsried
70401,4,GRÜNE,907,401,"Schuhknecht, Stephanie",1983,Augsburg
70402,4,GRÜNE,907,402,"Gehring, Thomas",1958,Blaichach
70403,4,GRÜNE,907,403,"Lettenbauer, Eva",1992,Daiting
70404,4,GRÜNE,907,404,"Deisenhofer, Maximilian",1987,Augsburg
70405,4,GRÜNE,907,405,"Groll, Erna-Kathrein",1959,Kempten (Allgäu)
70406,4,GRÜNE,907,406,"Pflügl, Daniel",1975,Bad Wörishofen
70407,4,GRÜNE,907,407,"Haubrich, Christina",1971,Merching
70408,4,GRÜNE,907,408,"Rederer, Dr. Klaus",1965,Neu-Ulm
70409,4,GRÜNE,907,409,"Jung, Ursula",1953,Königsbrunn
70410,4,GRÜNE,907,410,"Bozoglu, Cemal",1961,Augsburg
70411,4,GRÜNE,907,411,"Mader, Christina",1983,Immenstadt i.Allgäu
70412,4,GRÜNE,907,412,"Räder, Dr. Günter",1959,Obergünzburg
70413,4,GRÜNE,907,413,"Mühlegger-Steiger, Katrin",1977,Kissing
70414,4,GRÜNE,907,414,"Monz, Peter Emil",1967,Augsburg
70415,4,GRÜNE,907,415,"Destruelle, Mechthild",1967,Neu-Ulm
70416,4,GRÜNE,907,416,"Vávra, Christian",1974,Marktoberdorf
70417,4,GRÜNE,907,417,"Bachmann, Dagmar",1961,Augsburg
70418,4,GRÜNE,907,418,"Lohr, Dr. Dr. Bernhard",1963,Günzburg
70419,4,GRÜNE,907,419,"Kustermann, Gertrud",1960,Marktoberdorf
70420,4,GRÜNE,907,420,"Weisser, Thomas",1985,Augsburg
70421,4,GRÜNE,907,421,"Pfeifer, Karin",1957,Dürrlauingen
70422,4,GRÜNE,907,422,"Filser, Florian",1980,Wildpoldsried
70423,4,GRÜNE,907,423,"Hien, Petra",1954,Dillingen a.d.Donau
70424,4,GRÜNE,907,424,"Hagl, Julius",1956,Oettingen i.Bay.
70425,4,GRÜNE,907,425,"Villing, Evelyn",1961,Memmingen
70426,4,GRÜNE,907,426,"Seifert, Ulrike",1956,Kaufbeuren
70501,5,FDP,907,501,"Faller, Karlheinz",1954,Dasing
70502,5,FDP,907,502,"Spitzer, Dr. Dominik",1967,Kempten (Allgäu)
70503,5,FDP,907,503,"Stocker, Claudia",1969,Lauingen (Donau)
70504,5,FDP,907,504,"Zander, Christoph",1994,Westerheim
70505,5,FDP,907,505,"Bahner, Kevin",1975,Türkheim
70506,5,FDP,907,506,"Blaschke, Herbert",1963,Burgau
70507,5,FDP,907,507,"Toth, Christian",1987,Königsbrunn
70508,5,FDP,907,508,"Müller, Dr. Monika",1983,Augsburg
70509,5,FDP,907,509,"Tanner, Dr. Mark",1964,Nördlingen
70510,5,FDP,907,510,"Buchenberg-Köhler, Bianca",1993,Oy-Mittelberg
70511,5,FDP,907,511,"Vugrin, Sascha",1987,Augsburg
70512,5,FDP,907,512,"Mohr, Bernhard",1949,Wiedergeltingen
70513,5,FDP,907,513,"Immler, Guido",1951,Augsburg
70514,5,FDP,907,514,"Jung, Markus",1968,Neusäß
70515,5,FDP,907,515,"Pranghofer, Uwe",1962,Dillingen a.d.Donau
70516,5,FDP,907,516,"Hartleitner, Maximilian",1979,Buchloe
70517,5,FDP,907,517,"Hecht, Johannes",1957,Neu-Ulm
70518,5,FDP,907,518,"Michaelis, Katrin",1970,Augsburg
70519,5,FDP,907,519,"Prost, Marcus",1973,Lechbruck am See
70520,5,FDP,907,520,"Thinschmidt, Dieter",1957,Sonthofen
70521,5,FDP,907,521,"Quante, Thomas",1976,Friedberg
70522,5,FDP,907,522,"Dietz, Michael",1985,Durach
70523,5,FDP,907,523,"Kuhnen, Peter",1962,Weißenhorn
70524,5,FDP,907,524,"Baumann, Sebastian",1974,Buxheim
70525,5,FDP,907,525,"Weins, Sebastian",1987,Günzburg
70526,5,FDP,907,526,"Kundinger, Max",1988,Donauwörth
70601,6,DIE LINKE,907,601,"Zwiselsberger, Manuela",1985,Friedberg
70602,6,DIE LINKE,907,602,"Mayer, Andreas",1993,Augsburg
70603,6,DIE LINKE,907,603,"Lausberg, Lina",1998,Lindau (Bodensee)
70604,6,DIE LINKE,907,604,"Gänsheimer, Christoph",1994,Oberostendorf
70605,6,DIE LINKE,907,605,"Münderlein, Xenia",1988,Oettingen i.Bay.
70606,6,DIE LINKE,907,606,"Österle, Dietmar",1962,Neu-Ulm
70607,6,DIE LINKE,907,607,"Balkheimer, Sabrina",1985,Leipheim
70608,6,DIE LINKE,907,608,"Balkheimer, Stefan",1975,Leipheim
70609,6,DIE LINKE,907,609,"Benz, Heike",1960,Buch
70610,6,DIE LINKE,907,610,"Gebhardt, Kevin",1998,Kempten (Allgäu)
70611,6,DIE LINKE,907,611,"Wilholm, Christine",1964,Augsburg
70612,6,DIE LINKE,907,612,"Hutter, Otto",1963,Augsburg
70613,6,DIE LINKE,907,613,"Zanker, Verena",1995,Woringen
70614,6,DIE LINKE,907,614,"Zwiselsberger, Andreas",1985,Friedberg
70615,6,DIE LINKE,907,615,"Diron, Anke",1967,Augsburg
70616,6,DIE LINKE,907,616,"Meichelböck, Paul",1960,Kaufbeuren
70617,6,DIE LINKE,907,617,"Rupprecht, Anita",1962,Augsburg
70618,6,DIE LINKE,907,618,"Billor, Kerem",1992,Augsburg
70619,6,DIE LINKE,907,619,"Bauer, Rita",1978,Oettingen i.Bay.
70620,6,DIE LINKE,907,620,"Schlotter, Michael",1999,Fischen i.Allgäu
70621,6,DIE LINKE,907,621,"Just, Michaela",1998,Trunkelsberg
70622,6,DIE LINKE,907,622,"Kaufmann, Udo",1959,Westerheim
70623,6,DIE LINKE,907,623,"Himpenmacher, Tobias",1976,Asbach-Bäumenheim
70624,6,DIE LINKE,907,624,"Schiele, Christian",1981,Rain
70625,6,DIE LINKE,907,625,"Sperl, Daniel ",1969,Illertissen
70626,6,DIE LINKE,907,626,"Tsernos, Gregor",1992,Augsburg
70701,7,BP,907,701,"Kellerer, Helmut",1966,Augsburg
70702,7,BP,907,702,"Eißner, Jürgen",1971,Marktoberdorf
70703,7,BP,907,703,"Eser, Gerhard",1952,Mering
70704,7,BP,907,704,"Kirchmann, Dr. Josef Anton",1946,Rettenberg
70705,7,BP,907,705,"Eberhard, Harald",1958,Augsburg
70706,7,BP,907,706,"Höpfinger, Günter",1950,Augsburg
70707,7,BP,907,707,"Lehnert, Andreas Alfred",1968,Wertingen
70708,7,BP,907,708,"Gumpinger, Josef Hagen",1994,Dinkelscherben
70709,7,BP,907,709,"Brünisholz, Uwe",1960,Dietmannsried
70710,7,BP,907,710,"Leising, Otto",1942,Sonthofen
70711,7,BP,907,711,"Eißner, Sabine Angela",1977,Kaufbeuren
70712,7,BP,907,712,"Schmidt, Wolfgang",1964,Burtenbach
70713,7,BP,907,713,"Waibl, Magnus",1962,Stötten a.Auerberg
70714,7,BP,907,714,"Bernhard, Tobias",2000,Schwabmünchen
70715,7,BP,907,715,"Englisch, Sabine",1967,Alerheim
70716,7,BP,907,716,"Glaser, Roland",1942,Marktoberdorf
70717,7,BP,907,717,"Hilscher, Dr. Thomas",1955,Marktoberdorf
70718,7,BP,907,718,"Neumann, Bernhard",1985,Augsburg
70719,7,BP,907,719,"Settele, Andreas",1961,Kaufbeuren
70720,7,BP,907,720,"Staudigl, Rolf",1969,Friedberg
70721,7,BP,907,721,"Zierof, Johann Georg",1941,Kempten (Allgäu)
70722,7,BP,907,722,"Hochlenert, Stefan",1963,Oberstaufen
70723,7,BP,907,723,"Förg, Franz",1958,Bonstetten
70724,7,BP,907,724,"Steinböck, Anton",1943,Augsburg
70725,7,BP,907,725,"Schmidt, Anke",1965,Burtenbach
70801,8,ÖDP,907,801,"Buchberger, Prof. Dr. Dieter Erwin",1958,Memmingen
70802,8,ÖDP,907,802,"Schimmer-Göresz, Gabriela Johanna",1952,Osterberg
70803,8,ÖDP,907,803,"Finger, Michael",1971,Oberstdorf
70804,8,ÖDP,907,804,"Dornach, Krimhilde Marianne",1966,Weißenhorn
70805,8,ÖDP,907,805,"Pettinger, Christian",1963,Augsburg
70806,8,ÖDP,907,806,"Rottmann-Börner, Rosina Katharina",1953,Mindelheim
70807,8,ÖDP,907,807,"Hofer, Michael",1950,Kempten (Allgäu)
70808,8,ÖDP,907,808,"Olbrich-Krakowitzer, Gabriele",1961,Großaitingen
70809,8,ÖDP,907,809,"Becker, Dr. Andreas",1958,Möttingen
70810,8,ÖDP,907,810,"Berchtold, Sonja Maria",1980,Münsterhausen
70811,8,ÖDP,907,811,"Link, Dr. Manfred Theodor",1941,Gersthofen
70812,8,ÖDP,907,812,"Posch, Maria",1985,Inchenhofen
70813,8,ÖDP,907,813,"Thum, Johannes",1958,Donauwörth
70814,8,ÖDP,907,814,"Wagner, Roland",1969,Nesselwang
70815,8,ÖDP,907,815,"Fichtl, Xaver",1953,Lindau (Bodensee)
70816,8,ÖDP,907,816,"Freiherr Tucher von Simmelsdorf, Clemens",1964,Friedberg
70817,8,ÖDP,907,817,"Albrecht, Jan-Simon",1996,Gersthofen
70818,8,ÖDP,907,818,"Mattausch, Christian",1987,Neuburg a.d.Kammel
70819,8,ÖDP,907,819,"Wintergerst, Meinrad",1957,Haldenwang
70820,8,ÖDP,907,820,"Neidinger, Rafael",1973,Schwabmünchen
70821,8,ÖDP,907,821,"Neher, Franz Josef",1950,Oberrieden
70822,8,ÖDP,907,822,"Vidal, Klaus",1962,Pfaffenhofen a.d.Roth
70823,8,ÖDP,907,823,"Rembold, Karl",1961,Donauwörth
70824,8,ÖDP,907,824,"Fritzsche, Matthias",1975,Hainsfarth
70825,8,ÖDP,907,825,"Miller, Peter",1966,Mindelheim
70826,8,ÖDP,907,826,"Huemer, Robert",1967,Augsburg
70901,9,PIRATEN,907,901,"Gasser, Benjamin",1978,Neu-Ulm
70902,9,PIRATEN,907,902,"Kollien-Glaser, Martin",1963,Kaufbeuren
70903,9,PIRATEN,907,903,"Bachmeir, Wilfried",1978,Schwabmünchen
70904,9,PIRATEN,907,904,"Proißl, Michael",1979,Neu-Ulm
70905,9,PIRATEN,907,905,"Jung, Andreas",1975,Mickhausen
71101,11,AfD,907,1001,"Bayerbach, Markus",1963,Augsburg
71102,11,AfD,907,1002,"Mannes, Gerd",1969,Leipheim
71103,11,AfD,907,1003,"Singer, Ulrich",1976,Nördlingen
71104,11,AfD,907,1004,"Hauptmann, Rafael",1989,Meitingen
71105,11,AfD,907,1005,"Maier, Christoph",1984,Memmingen
71106,11,AfD,907,1006,"Rotter, Wolfgang",1950,Stöttwang
71107,11,AfD,907,1007,"Jurca, Andreas",1987,Augsburg
71108,11,AfD,907,1008,"Keller, Karl",1954,Jengen
71109,11,AfD,907,1009,"Settele, Josef",1953,Aindling
71110,11,AfD,907,1010,"Vachenauer, Dr. Wilhelm",1949,Kempten (Allgäu)
71111,11,AfD,907,1011,"Keib, Axel",1964,Oberstaufen
71112,11,AfD,907,1012,"Großkurth, Dr. Gerhard",1961,Neu-Ulm
71113,11,AfD,907,1013,"Fabian, Reinhard",1948,Königsbrunn
71201,12,LKR,907,1101,"Kreutz, Sebastian",1950,Kammeltal
71202,12,LKR,907,1102,"Zühlke, Roland",1958,Harburg (Schwaben)
71203,12,LKR,907,1103,"Eichmüller, Thomas",1962,Ismaning
71204,12,LKR,907,1104,"Kölbl, Dorothea",1951,Kammeltal
71205,12,LKR,907,1105,"Kreutz, Christa",1956,Kammeltal
71301,13,mut,907,1201,"Jovy, Jörg",1964,Murnau a.Staffelsee
71302,13,mut,907,1202,"Schmitz, Regina",1964,München
71303,13,mut,907,1203,"Clamroth, Benjamin",1962,Augsburg
71304,13,mut,907,1204,"Hüntemann, Matthias",1963,Sonthofen
71305,13,mut,907,1205,"Krämer, Andreas",1969,Kissing
71306,13,mut,907,1206,"Ludwig, Karlheinz",1955,Augsburg
71307,13,mut,907,1207,"Krcek, David",1972,Merching
71501,15,Die PARTEI,907,1301,"Baier, Christian",1965,Schwabmünchen
71502,15,Die PARTEI,907,1302,"Baumeister, Christian",1965,Neusäß
71503,15,Die PARTEI,907,1303,"Glaser, Michael",1982,Ursberg
71504,15,Die PARTEI,907,1304,"Klingelhöfer, Anja",1982,Augsburg
71505,15,Die PARTEI,907,1305,"Veit, Oliver",1988,Augsburg
71506,15,Die PARTEI,907,1306,"Viertel, Kai",1980,Augsburg
71507,15,Die PARTEI,907,1307,"Wachsmann, Daniel",1988,Augsburg
71508,15,Die PARTEI,907,1308,"Zacher, Markus",1973,Mittelneufnach
71801,18,V-Partei,907,1401,"Wegner, Roland",1975,Langweid a.Lech
71802,18,V-Partei,907,1402,"Heydrich, Roy",1981,Nersingen
71803,18,V-Partei,907,1403,"Rudolf, Heike",1976,Augsburg
71804,18,V-Partei,907,1404,"Harle, Konrad",1958,Augsburg
71805,18,V-Partei,907,1405,"Hanson, Cheyenne",1998,Augsburg
71806,18,V-Partei,907,1406,"Springer, Eva-Marie",1956,Höchstädt a.d.Donau
71807,18,V-Partei,907,1407,"Fahr, Birgit",1962,Günzburg
71808,18,V-Partei,907,1408,"Liermann, Frank",1972,Friedberg
71809,18,V-Partei,907,1409,"Rayner, Edith Maria",1964,Dietmannsried
71810,18,V-Partei,907,1410,"Buttala, Martina",1964,Günzburg
71811,18,V-Partei,907,1411,"Schlipf, Pia",1982,Königsbrunn
71812,18,V-Partei,907,1412,"Woywode, Daniela",1982,Bad Wörishofen
71813,18,V-Partei,907,1413,"Wohlfahrt, Leonie",1990,Roßhaupten
71814,18,V-Partei,907,1414,"Frey, Marcel Norbert",1989,Oberstdorf
71815,18,V-Partei,907,1415,"Greif, Katharina",1991,Memmingen
71816,18,V-Partei,907,1416,"Heck, Raphael Markus",1996,Augsburg
71817,18,V-Partei,907,1417,"Herzog, Stefan",1968,Bodolz
71818,18,V-Partei,907,1418,"Burger, Kristin",1992,Petersdorf
71819,18,V-Partei,907,1419,"Springer, Marian Anton",1944,Höchstädt a.d.Donau
71820,18,V-Partei,907,1420,"Burghart, Anna",1996,Biberbach
